Ligand,Receptor,RouteNumber,Combine
Ntf3,NTRK2,212,
Ntf3,NTRK2,213,
Ntf3,NTRK2,214,
Ntf3,NTRK2,215,
Ntf3,NTRK2,216,
Ntf3,NTRK2,217,
Ntf3,NTRK2,218,
Edn2,EDNRA,41,
Edn2,EDNRA,42,
Edn2,EDNRA,43,
Edn2,EDNRA,44,
Edn2,EDNRA,45,
Edn2,EDNRA,46,
Edn2,EDNRA,47,
Edn2,EDNRA,48,
Edn2,EDNRA,49,
Edn2,EDNRA,50,
Bdnf,NTRK2,207,
Bdnf,NTRK2,208,
Bdnf,NTRK2,209,
Bdnf,NTRK2,210,
Bdnf,NTRK2,211,
Bdnf,NTRK2,212,
Bdnf,NTRK2,213,
Bdnf,NTRK2,214,
Bdnf,NTRK2,215,
Bdnf,NTRK2,216,
Bdnf,NTRK2,217,
Bdnf,NTRK2,218,
Tnc,ITGAV,344,
Tnc,ITGB3,344,
Tnc,ITGAV,345,
Tnc,ITGB3,345,
Tnc,ITGAV,346,
Tnc,ITGB3,346,
Tnc,ITGAV,347,
Tnc,ITGB3,347,
Tnc,ITGAV,348,
Tnc,ITGB3,348,
Tnc,ITGAV,349,
Tnc,ITGB3,349,
Tnc,ITGAV,350,
Tnc,ITGB3,350,
Tnc,ITGAV,351,
Tnc,ITGB3,351,
Tnc,ITGAV,352,
Tnc,ITGB3,352,
Tnc,ITGAV,344,
Tnc,ITGAV,345,
Tnc,ITGAV,346,
Tnc,ITGAV,347,
Tnc,ITGAV,348,
Tnc,ITGAV,349,
Tnc,ITGAV,350,
Tnc,ITGAV,351,
Tnc,ITGAV,352,
Fasl,FAS,39,
Fasl,FAS,40,
Cd40lg,CD40,247,
Cd40lg,CD40,248,
Insl3,CD40,247,
Insl3,CD40,248,
Tnfsf13b,CD40,247,
Tnfsf13b,CD40,248,
Ddc,HTR1D,41,
Ddc,HTR1D,42,
Ddc,HTR1D,43,
Ddc,HTR1D,44,
Ddc,HTR1D,45,
Ddc,HTR1D,46,
Ddc,HTR1D,47,
Ddc,HTR1D,48,
Ddc,HTR1D,49,
Ddc,HTR1D,50,
Ddc,HTR1B,41,
Ddc,HTR1B,42,
Ddc,HTR1B,43,
Ddc,HTR1B,44,
Ddc,HTR1B,45,
Ddc,HTR1B,46,
Ddc,HTR1B,47,
Ddc,HTR1B,48,
Ddc,HTR1B,49,
Ddc,HTR1B,50,
Nampt,ADORA2A,275,
Nampt,ADORA2A,276,
Nampt,ADORA2A,277,
Cd40lg,ITGB3,344,
Cd40lg,ITGB3,345,
Cd40lg,ITGB3,346,
Cd40lg,ITGB3,347,
Cd40lg,ITGB3,348,
Cd40lg,ITGB3,349,
Cd40lg,ITGB3,350,
Cd40lg,ITGB3,351,
Cd40lg,ITGB3,352,
Sst,SSTR1,41,
Sst,SSTR1,42,
Sst,SSTR1,43,
Sst,SSTR1,44,
Sst,SSTR1,45,
Sst,SSTR1,46,
Sst,SSTR1,47,
Sst,SSTR1,48,
Sst,SSTR1,49,
Sst,SSTR1,50,
Sst,SSTR2,41,
Sst,SSTR2,42,
Sst,SSTR2,43,
Sst,SSTR2,44,
Sst,SSTR2,45,
Sst,SSTR2,46,
Sst,SSTR2,47,
Sst,SSTR2,48,
Sst,SSTR2,49,
Sst,SSTR2,50,
Ddc,HTR1F,41,
Ddc,HTR1F,42,
Ddc,HTR1F,43,
Ddc,HTR1F,44,
Ddc,HTR1F,45,
Ddc,HTR1F,46,
Ddc,HTR1F,47,
Ddc,HTR1F,48,
Ddc,HTR1F,49,
Ddc,HTR1F,50,
Ntf5,NTRK2,207,
Ntf5,NTRK2,208,
Ntf5,NTRK2,209,
Ntf5,NTRK2,210,
Ntf5,NTRK2,211,
Ntf5,NTRK2,212,
Ntf5,NTRK2,213,
Ntf5,NTRK2,214,
Ntf5,NTRK2,215,
Ntf5,NTRK2,216,
Ntf5,NTRK2,217,
Ntf5,NTRK2,218,
Sst,SSTR5,41,
Sst,SSTR5,42,
Sst,SSTR5,43,
Sst,SSTR5,44,
Sst,SSTR5,45,
Sst,SSTR5,46,
Sst,SSTR5,47,
Sst,SSTR5,48,
Sst,SSTR5,49,
Sst,SSTR5,50,
Apln,APLNR,28,
Apln,APLNR,29,
Apln,APLNR,30,
Apln,APLNR,31,
Apln,APLNR,32,
Apln,APLNR,33,
Vegfc,KDR,379,
Vegfc,KDR,380,
Ccl11,PPARG,14,
Ccl11,PPARG,15,
Ccl11,PPARG,17,
Ccl11,PPARG,18,
Ccl11,PPARG,20,
Ccl11,PPARG,23,
Ccl11,PPARG,24,
Ccl11,PPARG,26,
Lep,LEPR,11,
Lep,LEPR,22,
Lep,LEPR,23,
Lep,LEPR,24,
Lep,LEPR,25,
Lep,LEPR,26,
Lep,LEPR,27,
Ptges,PTGER3,41,
Ptges,PTGER3,42,
Ptges,PTGER3,43,
Ptges,PTGER3,44,
Ptges,PTGER3,45,
Ptges,PTGER3,46,
Ptges,PTGER3,47,
Ptges,PTGER3,48,
Ptges,PTGER3,49,
Ptges,PTGER3,50,
Ptges2,PTGER3,41,
Ptges2,PTGER3,42,
Ptges2,PTGER3,43,
Ptges2,PTGER3,44,
Ptges2,PTGER3,45,
Ptges2,PTGER3,46,
Ptges2,PTGER3,47,
Ptges2,PTGER3,48,
Ptges2,PTGER3,49,
Ptges2,PTGER3,50,
Ptges3,PTGER3,41,
Ptges3,PTGER3,42,
Ptges3,PTGER3,43,
Ptges3,PTGER3,44,
Ptges3,PTGER3,45,
Ptges3,PTGER3,46,
Ptges3,PTGER3,47,
Ptges3,PTGER3,48,
Ptges3,PTGER3,49,
Ptges3,PTGER3,50,
Ghrl,PTGER3,41,
Ghrl,PTGER3,42,
Ghrl,PTGER3,43,
Ghrl,PTGER3,44,
Ghrl,PTGER3,45,
Ghrl,PTGER3,46,
Ghrl,PTGER3,47,
Ghrl,PTGER3,48,
Ghrl,PTGER3,49,
Ghrl,PTGER3,50,
Rarres2,GPR1,129,
Rarres2,GPR1,139,
Tnfsf10,RIPK1,37,
Tnfsf10,RIPK1,38,
Tnfsf10,RIPK1,242,
Tnfsf10,RIPK1,256,
Tnfsf10,RIPK1,362,
Tnfsf10,RIPK1,363,
Tnfsf10,RIPK1,366,
Tnfsf10,RIPK1,367,
Tnfsf10,RIPK1,368,
Tnfsf10,RIPK1,376,
Tnfsf10,RIPK1,377,
Tnfsf10,RIPK1,378,
Tgfb2,TGFBR1,6,
Tgfb2,TGFBR2,6,
Tgfb2,TGFBR2,6,
Plaur,ITGAV,344,
Plaur,ITGB3,344,
Plaur,ITGAV,345,
Plaur,ITGB3,345,
Plaur,ITGAV,346,
Plaur,ITGB3,346,
Plaur,ITGAV,347,
Plaur,ITGB3,347,
Plaur,ITGAV,348,
Plaur,ITGB3,348,
Plaur,ITGAV,349,
Plaur,ITGB3,349,
Plaur,ITGAV,350,
Plaur,ITGB3,350,
Plaur,ITGAV,351,
Plaur,ITGB3,351,
Plaur,ITGAV,352,
Plaur,ITGB3,352,
Il24,ESR2,57,
Il24,ESR2,58,
Icam4,ITGB2,179,
Icam4,ITGAL,179,
Icam4,ITGB2,180,
Icam4,ITGAL,180,
Fam3c,PDCD1,322,
Fam3c,PDCD1,323,
Fam3c,PDCD1,324,
Fam3c,PDCD1,325,
Fam3c,PDCD1,326,
Fam3c,PDCD1,327,
Fam3c,PDCD1,328,
Fam3c,PDCD1,329,
Fam3c,PDCD1,330,
Fam3c,PDCD1,331,
Fam3c,PDCD1,332,
Fam3c,PDCD1,333,
Fam3c,PDCD1,334,
Fam3c,PDCD1,335,
Fam3c,PDCD1,336,
Fam3c,PDCD1,337,
Pdcd1lg2,PDCD1,322,
Pdcd1lg2,PDCD1,323,
Pdcd1lg2,PDCD1,324,
Pdcd1lg2,PDCD1,325,
Pdcd1lg2,PDCD1,326,
Pdcd1lg2,PDCD1,327,
Pdcd1lg2,PDCD1,328,
Pdcd1lg2,PDCD1,329,
Pdcd1lg2,PDCD1,330,
Pdcd1lg2,PDCD1,331,
Pdcd1lg2,PDCD1,332,
Pdcd1lg2,PDCD1,333,
Pdcd1lg2,PDCD1,334,
Pdcd1lg2,PDCD1,335,
Pdcd1lg2,PDCD1,336,
Pdcd1lg2,PDCD1,337,
Nectin4,NECTIN1,4,
Nectin4,NECTIN1,5,
Ntn4,NTRK2,207,
Ntn4,NTRK2,208,
Ntn4,NTRK2,209,
Ntn4,NTRK2,210,
Ntn4,NTRK2,211,
Ntn4,NTRK2,212,
Ntn4,NTRK2,213,
Ntn4,NTRK2,214,
Ntn4,NTRK2,215,
Ntn4,NTRK2,216,
Ntn4,NTRK2,217,
Ntn4,NTRK2,218,
Clcf1,ESR2,57,
Clcf1,ESR2,58,
Leap2,GHSR,41,
Leap2,GHSR,42,
Leap2,GHSR,43,
Leap2,GHSR,44,
Leap2,GHSR,45,
Leap2,GHSR,46,
Leap2,GHSR,47,
Leap2,GHSR,48,
Leap2,GHSR,49,
Leap2,GHSR,50,
Ghrl,GHSR,41,
Ghrl,GHSR,42,
Ghrl,GHSR,43,
Ghrl,GHSR,44,
Ghrl,GHSR,45,
Ghrl,GHSR,46,
Ghrl,GHSR,47,
Ghrl,GHSR,48,
Ghrl,GHSR,49,
Ghrl,GHSR,50,
Tnfsf13b,TNFRSF13C,245,
Tnfsf13b,TNFRSF13C,246,
Omd,ITGAV,344,
Omd,ITGB3,344,
Omd,ITGAV,345,
Omd,ITGB3,345,
Omd,ITGAV,346,
Omd,ITGB3,346,
Omd,ITGAV,347,
Omd,ITGB3,347,
Omd,ITGAV,348,
Omd,ITGB3,348,
Omd,ITGAV,349,
Omd,ITGB3,349,
Omd,ITGAV,350,
Omd,ITGB3,350,
Omd,ITGAV,351,
Omd,ITGB3,351,
Omd,ITGAV,352,
Omd,ITGB3,352,
Jam3,ITGB2,179,
Jam3,ITGB2,180,
